OrderId,OrderQuantity,ExpectedDays,ActualDays,Status
270,318,4,4,1
271,683,10,10,1
272,195,5,5,1
273,714,6,6,1
274,683,8,8,1
275,944,10,10,1
276,753,8,8,1
277,350,3,3,1
278,354,4,7,0
279,799,6,7,0
280,255,4,4,1
281,185,5,5,1
282,120,4,4,1
283,450,3,3,1
284,192,3,3,1
285,427,5,5,1
286,969,10,10,1
287,191,3,3,1
288,616,7,7,1
289,773,8,8,1
290,301,5,6,0
291,728,9,9,1
292,498,4,4,1
293,334,5,5,1
294,967,9,9,1
295,738,9,12,0
296,523,8,12,0
297,359,3,6,0
298,401,4,4,1
299,536,8,8,1
300,543,10,10,1
301,467,4,4,1
302,231,4,4,1
303,166,3,3,1
304,675,10,10,1
305,989,7,7,1
306,124,5,5,1
307,791,9,9,1
308,358,4,4,1
309,484,5,5,1
310,991,9,9,1
311,776,10,10,1
312,605,10,10,1
313,889,7,7,1
314,204,3,3,1
315,835,8,8,1
316,454,4,9,0
317,880,9,9,1
318,596,6,6,1
319,756,10,10,1
320,872,7,11,0
321,851,9,11,0
322,643,7,7,1
323,479,4,4,1
324,433,3,3,1
325,766,10,10,1
326,469,4,4,1
327,739,10,10,1
328,250,4,4,1
329,629,9,9,1
330,446,3,3,1
331,498,5,5,1
332,141,4,4,1
333,299,3,3,1
334,733,6,6,1
335,444,5,5,1
336,353,3,3,1
337,658,9,9,1
338,120,5,5,1
339,112,4,4,1
340,192,4,4,1
341,247,4,7,0
342,137,4,4,1
343,522,7,7,1
344,383,3,3,1
345,970,7,7,1
346,100,3,3,1
347,625,9,9,1
348,901,10,10,1
349,623,8,8,1
350,272,3,3,1
351,595,9,9,1
352,532,9,9,1
353,733,7,8,0
354,599,6,6,1
355,626,9,9,1
356,951,7,7,1
357,564,9,14,0
358,423,5,5,1
359,280,4,4,1
360,752,6,6,1
361,589,9,9,1
362,321,4,4,1
363,320,3,4,0
364,840,8,8,1
365,187,5,5,1
366,143,4,4,1
367,173,4,4,1
368,459,4,4,1
369,526,6,6,1
370,764,8,8,1
371,877,8,8,1
372,919,8,8,1
373,927,10,10,1
374,787,8,11,0
375,474,4,7,0
376,702,7,7,1
377,621,7,7,1
378,545,10,10,1
379,295,5,5,1
380,281,3,3,1
381,193,4,4,1
382,147,5,5,1
383,871,10,10,1
384,307,5,5,1
385,492,3,3,1
386,370,5,5,1
387,494,5,5,1
388,407,4,4,1
389,842,9,9,1
390,509,7,7,1
391,631,6,6,1
392,511,7,7,1
393,435,5,5,1
394,395,4,4,1
395,693,9,9,1
396,257,4,4,1
397,611,9,13,0
398,974,6,6,1
399,286,5,5,1
400,741,7,7,1
401,234,5,5,1
402,722,8,8,1
403,763,7,7,1
404,805,9,9,1
405,260,3,3,1
406,645,10,10,1
407,575,7,7,1
408,379,5,5,1
409,683,8,8,1
410,864,6,6,1
411,318,5,5,1
412,867,7,7,1
413,207,3,3,1
414,389,3,3,1
415,304,5,5,1
416,964,7,7,1
417,274,4,4,1
418,183,3,3,1
419,647,10,10,1
420,608,10,15,0
421,252,4,4,1
422,985,10,10,1
423,592,10,10,1
424,327,4,4,1
425,673,10,14,0
426,784,7,7,1
427,580,8,8,1
428,613,9,12,0
429,773,9,11,0
430,862,10,10,1
431,918,9,9,1
432,423,4,4,1
433,975,7,8,0
434,927,7,7,1
435,336,3,3,1
436,972,9,9,1
437,631,9,9,1
438,116,5,5,1
439,839,8,8,1
440,360,5,5,1
441,944,10,10,1
442,461,5,7,0
443,393,5,5,1
444,996,7,7,1
445,832,9,9,1
446,270,4,4,1
447,337,4,4,1
448,157,4,4,1
449,148,5,6,0
450,830,7,7,1
451,266,5,5,1
452,284,5,5,1
453,876,6,6,1
454,975,6,6,1
455,721,10,10,1
456,428,4,9,0
457,967,8,8,1
458,990,10,10,1
459,464,4,4,1
460,373,5,5,1
461,569,9,9,1
462,713,6,6,1
463,684,8,13,0
464,791,9,9,1
465,834,7,7,1
466,757,10,10,1
467,475,5,5,1
468,713,6,7,0
469,711,9,9,1
470,225,5,5,1
471,500,5,5,1
472,115,5,5,1
473,616,6,6,1
474,202,5,5,1
475,566,10,10,1
476,272,5,5,1
477,824,9,9,1
478,297,3,3,1
479,305,3,7,0
480,450,4,4,1
481,952,8,8,1
482,570,10,10,1
483,757,9,9,1
484,327,3,7,0
485,358,3,3,1
486,744,6,6,1
487,403,5,5,1
488,404,3,3,1
489,343,5,5,1
490,669,10,12,0
491,946,7,7,1
492,785,7,7,1
493,866,7,7,1
494,731,8,8,1
495,456,4,4,1
496,536,10,10,1
497,370,3,3,1
498,304,3,4,0
499,583,10,10,1
500,625,7,7,1
501,951,9,9,1
502,602,8,8,1
503,975,6,6,1
504,391,3,3,1
505,647,10,10,1
506,532,8,9,0
507,503,10,10,1
508,926,8,8,1
509,978,8,8,1
510,515,7,7,1
511,523,8,8,1
512,556,6,11,0
513,872,8,9,0
514,437,3,3,1
515,457,3,6,0
516,951,7,7,1
517,387,4,4,1
518,714,9,9,1
519,360,3,3,1
520,228,3,3,1
521,778,6,6,1
522,199,4,4,1
523,240,4,4,1
524,150,4,4,1
525,180,4,9,0
526,809,8,8,1
527,154,3,3,1
528,735,9,9,1
529,223,4,4,1
530,600,7,10,0
531,488,5,5,1
532,171,5,5,1
533,151,5,5,1
534,201,4,4,1
535,331,3,3,1
536,180,4,4,1
537,401,5,5,1
538,338,4,8,0
539,721,6,6,1
540,769,9,9,1
541,697,7,12,0
542,659,7,7,1
543,116,4,6,0
544,224,4,4,1
545,418,3,3,1
546,461,3,3,1
547,818,8,8,1
548,877,8,8,1
549,526,7,7,1
550,724,10,10,1
551,442,5,5,1
552,409,4,6,0
553,243,5,5,1
554,774,10,15,0
555,470,4,4,1
556,830,9,9,1
557,215,5,5,1
558,774,9,9,1
559,322,3,3,1
560,514,8,8,1
561,534,8,8,1
562,739,6,10,0
563,444,3,3,1
564,719,9,9,1
565,350,3,3,1
566,636,9,13,0
567,382,5,6,0
568,649,9,9,1
569,228,5,5,1
570,323,3,3,1
571,770,7,7,1
572,799,7,7,1
573,855,10,10,1
574,955,6,6,1
575,259,4,4,1
576,487,3,3,1
577,147,4,4,1
578,798,6,6,1
579,634,9,12,0
580,346,3,3,1
581,618,7,7,1
582,284,4,4,1
583,786,9,9,1
584,452,5,10,0
585,709,10,10,1
586,193,5,5,1
587,363,4,8,0
588,552,10,10,1
589,612,7,7,1
590,416,3,3,1
591,501,10,10,1
592,635,9,9,1
593,285,3,7,0
594,540,8,13,0
595,409,3,7,0
596,595,10,10,1
597,571,6,6,1
598,578,10,10,1
599,770,7,7,1
600,264,4,4,1
601,787,9,9,1
602,523,7,8,0
603,511,6,6,1
604,560,7,10,0
605,981,6,6,1
606,254,5,5,1
607,957,7,9,0
608,167,4,4,1
609,930,10,10,1
610,662,8,8,1
611,592,8,10,0
612,837,10,10,1
613,236,3,4,0
614,561,9,9,1
615,637,9,9,1
616,954,8,10,0
617,714,9,9,1
618,166,5,5,1
619,485,3,3,1
620,474,5,7,0
621,495,4,4,1
622,523,9,9,1
623,163,4,6,0
624,905,7,7,1
625,217,3,3,1
626,528,6,6,1
627,255,5,5,1
628,296,5,9,0
629,171,5,5,1
630,310,4,4,1
631,206,3,3,1
632,908,10,10,1
633,906,8,8,1
634,363,4,7,0
635,453,3,3,1
636,568,10,10,1
637,784,9,9,1
638,726,9,9,1
639,134,4,7,0
640,262,4,4,1
641,842,8,8,1
642,844,8,8,1
643,548,6,6,1
644,283,3,3,1
645,415,5,5,1
646,573,10,10,1
647,692,7,7,1
648,878,7,7,1
649,591,8,8,1
650,679,10,14,0
651,246,4,4,1
652,611,10,12,0
653,424,3,3,1
654,176,3,3,1
655,138,4,4,1
656,160,4,4,1
657,471,3,3,1
658,196,3,3,1
659,871,7,7,1
660,144,3,3,1
661,947,7,7,1
662,767,7,7,1
663,121,5,8,0
664,229,5,5,1
665,426,3,3,1
666,967,8,8,1
667,909,10,10,1
668,458,4,4,1
669,551,8,8,1
670,951,7,7,1
671,991,10,10,1
672,581,10,10,1
673,287,5,5,1
674,160,4,4,1
675,497,4,4,1
676,196,3,3,1
677,125,5,5,1
678,189,3,3,1
679,345,4,4,1
680,713,6,6,1
681,960,10,15,0
682,904,6,6,1
683,420,3,3,1
684,803,8,8,1
685,390,4,4,1
686,286,3,3,1
687,921,8,8,1
688,796,7,7,1
689,796,10,10,1
690,679,7,8,0
691,922,9,14,0
692,344,4,4,1
693,222,3,3,1
694,435,3,8,0
695,184,4,4,1
696,909,8,8,1
697,902,9,9,1
698,313,5,5,1
699,135,3,3,1
700,858,7,7,1
701,330,4,4,1
702,525,7,7,1
703,384,5,5,1
704,742,7,7,1
705,283,5,5,1
706,966,10,10,1
707,952,8,8,1
708,761,7,7,1
709,855,7,7,1
710,421,5,5,1
711,745,9,9,1
712,399,4,7,0
713,343,3,8,0
714,804,6,9,0
715,436,3,3,1
716,247,3,3,1
717,861,10,10,1
718,956,7,10,0
719,831,7,7,1
720,280,5,5,1
721,384,3,3,1
722,857,9,9,1
723,772,8,10,0
724,369,3,6,0
725,100,4,4,1
726,352,5,5,1
727,105,3,3,1
728,570,6,6,1
729,819,6,6,1
730,948,7,8,0
731,874,7,7,1
732,206,5,5,1
733,467,4,4,1
734,426,5,5,1
735,260,3,3,1
736,820,8,8,1
737,188,5,5,1
738,761,6,6,1
739,550,8,8,1
740,112,5,5,1
741,638,7,7,1
742,658,10,10,1
743,638,9,13,0
744,842,9,11,0
745,577,9,9,1
746,506,6,6,1
747,430,4,4,1
748,921,7,7,1
749,701,6,10,0
750,136,4,4,1
751,990,6,6,1
752,512,9,9,1
753,316,4,7,0
754,335,3,3,1
755,372,5,9,0
756,828,8,8,1
757,831,9,9,1
758,814,6,10,0
759,634,6,6,1
760,183,4,4,1
761,329,5,5,1
762,139,4,7,0
763,290,5,5,1
764,513,9,9,1
765,544,6,6,1
766,797,6,6,1
767,786,6,6,1
768,780,8,8,1
769,586,9,9,1
770,217,4,4,1
771,767,6,6,1
772,578,9,9,1
773,819,8,8,1
774,611,10,10,1
775,112,5,5,1
776,609,6,6,1
777,127,3,3,1
778,456,3,7,0
779,110,4,4,1
780,844,9,14,0
781,265,3,3,1
782,809,8,8,1
783,670,6,7,0
784,954,10,10,1
785,778,10,10,1
786,863,10,10,1
787,784,8,8,1
788,656,8,8,1
789,905,6,6,1
790,289,3,3,1
791,495,4,4,1
792,623,8,8,1
793,927,9,9,1
794,493,4,4,1
795,471,3,3,1
796,267,4,4,1
797,799,9,9,1
798,813,8,8,1
799,169,4,4,1
800,116,3,3,1
801,798,10,10,1
802,235,4,4,1
803,809,10,10,1
804,965,8,8,1
805,304,4,4,1
806,164,5,7,0
807,145,5,5,1
808,304,4,4,1
809,881,10,10,1
810,746,10,10,1
811,971,10,10,1
812,399,4,4,1
813,578,10,10,1
814,237,4,4,1
815,353,4,4,1
816,833,10,10,1
817,437,5,5,1
818,122,4,4,1
819,389,4,5,0
820,232,3,4,0
821,946,8,8,1
822,162,5,5,1
823,270,5,5,1
824,696,8,8,1
825,604,10,10,1
826,938,9,9,1
827,135,4,4,1
828,706,8,13,0
829,359,3,3,1
830,444,4,4,1
831,250,5,5,1
832,205,3,5,0
833,335,4,4,1
834,884,7,7,1
835,711,10,10,1
836,455,5,5,1
837,999,6,6,1
838,413,3,4,0
839,285,3,3,1
840,475,4,4,1
841,535,8,8,1
842,174,3,3,1
843,340,3,3,1
844,825,8,8,1
845,382,4,4,1
846,851,10,12,0
847,678,7,7,1
848,594,6,7,0
849,607,6,6,1
850,427,5,5,1
851,124,5,5,1
852,992,8,8,1
853,741,9,10,0
854,950,6,6,1
855,793,9,9,1
856,498,5,5,1
857,781,10,15,0
858,985,6,6,1
859,188,5,5,1
860,446,4,4,1
861,458,3,3,1
862,445,5,5,1
863,167,3,4,0
864,208,3,3,1
865,465,4,4,1
866,651,6,6,1
867,564,10,10,1
868,281,5,5,1
869,346,3,3,1
870,506,10,14,0
871,971,9,14,0
872,287,4,4,1
873,994,10,10,1
874,929,10,10,1
875,310,3,3,1
876,802,8,8,1
877,400,3,3,1
878,196,5,5,1
879,693,8,8,1
880,327,5,5,1
881,836,9,9,1
882,240,4,4,1
883,136,4,4,1
884,388,4,8,0
885,738,8,8,1
886,717,8,13,0
887,812,9,9,1
888,887,9,9,1
889,977,10,10,1
890,185,3,3,1
891,290,4,8,0
892,807,9,9,1
893,155,5,5,1
894,441,3,3,1
895,539,9,13,0
896,227,3,3,1
897,315,5,5,1
898,935,8,8,1
899,279,5,7,0
900,853,7,7,1
901,293,3,5,0
902,515,8,8,1
903,909,6,6,1
904,844,8,8,1
905,472,3,3,1
906,947,7,7,1
907,464,4,4,1
908,800,10,10,1
909,697,9,9,1
910,662,10,10,1
911,315,5,5,1
912,454,4,4,1
913,917,9,9,1
914,135,3,3,1
915,380,3,3,1
916,449,5,9,0
917,627,10,14,0
918,939,10,10,1
919,328,5,5,1
920,105,5,10,0
921,249,3,3,1
922,262,3,3,1
923,937,9,9,1
924,814,6,6,1
925,289,4,8,0
926,811,10,10,1
927,182,4,4,1
928,568,9,12,0
929,765,7,12,0
930,518,8,8,1
931,543,6,6,1
932,170,4,4,1
933,329,5,5,1
934,998,9,9,1
935,557,8,8,1
936,247,3,5,0
937,456,5,5,1
938,891,10,11,0
939,149,4,4,1
940,982,8,12,0
941,361,5,5,1
942,598,6,6,1
943,114,3,5,0
944,338,3,3,1
945,972,9,11,0
946,704,8,8,1
947,171,4,4,1
948,989,9,12,0
949,401,3,3,1
950,956,9,9,1
951,810,7,7,1
952,739,8,8,1
953,173,3,3,1
954,859,7,7,1
955,225,3,3,1
956,101,4,4,1
957,466,3,6,0
958,377,4,4,1
959,578,7,7,1
960,122,4,4,1
961,231,4,5,0
962,903,8,8,1
963,620,10,10,1
964,540,8,8,1
965,662,7,7,1
966,991,10,10,1
967,349,3,6,0
968,944,6,6,1
969,202,3,3,1
970,239,3,3,1
971,595,8,8,1
972,848,10,10,1
973,989,9,9,1
974,199,5,5,1
975,772,8,8,1
976,804,9,9,1
977,448,3,3,1
978,207,3,6,0
979,796,6,6,1
980,664,6,7,0
981,924,6,9,0
982,261,5,5,1
983,437,3,3,1
984,217,5,5,1
985,763,7,7,1
986,957,10,13,0
987,285,5,5,1
988,282,4,4,1
989,573,8,8,1
990,784,8,8,1
991,108,4,4,1
992,696,7,7,1
993,676,7,7,1
994,202,4,4,1
995,452,4,4,1
996,862,7,7,1
997,974,6,6,1
998,521,6,6,1
999,527,8,8,1
1000,657,6,6,1
1001,282,5,6,0
1002,211,5,6,0
1003,676,9,9,1
1004,650,9,9,1
1005,916,7,7,1
1006,811,9,9,1
1007,388,3,3,1
1008,264,4,4,1
1009,859,9,9,1
1010,643,10,14,0
1011,716,9,9,1
1012,346,4,4,1
1013,748,9,9,1
1014,544,9,9,1
1015,651,7,7,1
1016,864,6,6,1
1017,628,10,15,0
1018,650,7,7,1
1019,947,9,9,1
1020,438,5,5,1
1021,943,7,7,1
1022,454,5,10,0
1023,447,4,4,1
1024,924,10,10,1
1025,663,10,14,0
1026,502,10,10,1
1027,385,5,5,1
1028,110,3,3,1
1029,712,7,7,1
1030,637,10,10,1
1031,495,3,3,1
1032,719,10,13,0
1033,820,7,8,0
1034,350,4,4,1
1035,117,5,5,1
1036,980,6,6,1
1037,852,8,8,1
1038,563,8,8,1
1039,383,3,3,1
1040,559,7,7,1
1041,429,4,4,1
1042,817,6,8,0
1043,791,10,10,1
1044,679,9,9,1
1045,147,4,4,1
1046,274,5,5,1
1047,868,8,8,1
1048,658,7,7,1
1049,277,5,5,1
1050,350,4,4,1
1051,746,7,7,1
1052,686,10,14,0
1053,776,9,9,1
1054,688,10,10,1
1055,986,7,7,1
1056,852,9,9,1
1057,791,7,7,1
1058,367,5,5,1
1059,876,10,10,1
1060,763,7,7,1
1061,295,3,8,0
1062,322,4,4,1
1063,580,6,10,0
1064,352,3,3,1
1065,101,3,3,1
1066,937,7,11,0
1067,191,4,4,1
1068,705,7,7,1
1069,466,5,9,0
1070,588,10,10,1
1071,884,9,10,0
1072,769,9,9,1
1073,173,4,4,1
1074,765,10,11,0
1075,306,4,4,1
1076,843,8,8,1
1077,218,5,5,1
1078,487,4,5,0
1079,897,8,8,1
1080,876,6,6,1
1081,731,10,10,1
1082,841,10,10,1
1083,547,8,8,1
1084,218,5,5,1
1085,913,9,9,1
1086,221,4,4,1
1087,579,8,8,1
1088,259,4,4,1
1089,761,8,13,0
1090,475,3,3,1
1091,174,3,3,1
1092,514,9,13,0
1093,475,5,5,1
1094,162,5,6,0
1095,162,3,3,1
1096,763,6,6,1
1097,697,10,10,1
1098,736,9,9,1
1099,958,7,7,1
1100,476,5,5,1
1101,771,7,7,1
1102,254,5,5,1
1103,517,8,8,1
1104,618,6,6,1
1105,520,7,7,1
1106,624,10,10,1
1107,454,3,3,1
1108,899,9,13,0
1109,537,6,6,1
1110,132,5,7,0
1111,355,5,6,0
1112,240,4,4,1
1113,504,8,9,0
1114,634,10,10,1
1115,467,3,3,1
1116,194,3,3,1
1117,286,3,8,0
1118,385,3,3,1
1119,286,4,6,0
1120,289,3,7,0
1121,177,3,4,0
1122,114,5,5,1
1123,216,3,3,1
1124,541,7,7,1
1125,674,8,8,1
1126,833,10,10,1
1127,632,7,8,0
1128,791,10,15,0
1129,983,6,6,1
1130,564,9,9,1
1131,107,5,5,1
1132,278,4,4,1
1133,334,5,5,1
1134,253,3,3,1
1135,912,9,9,1
1136,517,8,8,1
1137,725,10,13,0
1138,613,10,10,1
1139,636,9,9,1
1140,206,3,3,1
1141,814,10,10,1
1142,417,3,6,0
1143,314,4,4,1
1144,653,6,6,1
1145,924,9,9,1
1146,811,8,8,1
1147,168,3,3,1
1148,182,4,4,1
1149,845,8,8,1
1150,416,5,5,1
1151,654,10,10,1
1152,370,5,6,0
1153,443,3,3,1
1154,340,5,5,1
1155,208,4,4,1
1156,597,9,9,1
1157,475,4,8,0
1158,961,6,6,1
1159,470,4,4,1
1160,537,6,6,1
1161,530,8,8,1
1162,507,10,10,1
1163,306,4,4,1
1164,902,10,13,0
1165,808,7,7,1
1166,685,9,9,1
1167,789,7,7,1
1168,527,7,7,1
1169,959,7,9,0
1170,738,9,9,1
1171,306,3,3,1
1172,732,10,10,1
1173,926,8,8,1
1174,619,8,8,1
1175,566,9,9,1
1176,339,3,3,1
1177,648,6,6,1
1178,783,6,6,1
1179,421,4,5,0
1180,830,8,8,1
1181,739,8,8,1
1182,867,6,6,1
1183,482,4,6,0
1184,921,10,10,1
1185,994,7,7,1
1186,939,10,10,1
1187,288,4,4,1
1188,797,7,10,0
1189,750,6,6,1
1190,190,3,5,0
1191,409,5,8,0
1192,651,8,12,0
1193,652,9,11,0
1194,296,3,3,1
1195,321,5,5,1
1196,275,4,6,0
1197,330,5,5,1
1198,397,4,4,1
1199,422,3,3,1
1200,844,8,8,1
1201,205,5,7,0
1202,141,4,4,1
1203,319,5,5,1
1204,532,9,9,1
1205,115,5,5,1
1206,268,5,5,1
1207,325,5,5,1
1208,317,4,4,1
1209,720,10,10,1
1210,199,5,5,1
1211,926,9,9,1
1212,215,4,4,1
1213,861,10,10,1
1214,132,3,3,1
1215,580,8,8,1
1216,653,7,7,1
1217,209,5,5,1
1218,772,8,8,1
1219,463,4,4,1
1220,246,4,7,0
1221,455,3,3,1
1222,274,5,5,1
1223,343,3,3,1
1224,941,7,7,1
1225,190,3,3,1
1226,128,5,10,0
1227,279,3,3,1
1228,858,8,8,1
1229,445,4,4,1
1230,910,6,6,1
1231,493,5,5,1
1232,665,10,11,0
1233,182,3,5,0
1234,402,5,8,0
1235,542,7,7,1
1236,137,4,4,1
1237,541,7,7,1
1238,743,9,9,1
1239,795,6,6,1
1240,688,8,8,1
1241,327,5,5,1
1242,272,4,4,1
1243,630,10,13,0
1244,864,8,8,1
1245,671,9,9,1
1246,969,9,9,1
1247,330,3,3,1
1248,713,6,6,1
1249,200,5,5,1
1250,420,4,6,0
1251,457,5,5,1
1252,810,6,6,1
1253,126,3,3,1
1254,903,6,6,1
1255,312,3,3,1
1256,225,3,3,1
1257,905,8,10,0
1258,878,9,9,1
1259,321,4,4,1
1260,523,8,8,1
1261,705,8,8,1
1262,508,7,11,0
1263,344,4,4,1
1264,239,3,8,0
1265,857,6,6,1
1266,214,5,5,1
1267,107,4,4,1
1268,972,7,8,0
1269,126,4,4,1
1270,282,3,3,1
1271,353,5,5,1
1272,589,8,8,1
1273,611,7,7,1
1274,640,10,10,1
1275,587,9,9,1
1276,779,6,6,1
1277,852,8,8,1
1278,878,9,9,1
1279,647,8,8,1
1280,693,9,9,1
1281,580,10,10,1
1282,996,8,8,1
1283,621,6,6,1
1284,811,8,8,1
1285,714,9,9,1
1286,876,8,8,1
1287,636,6,6,1
1288,418,3,3,1
1289,527,6,6,1
1290,457,5,5,1
1291,686,7,7,1
1292,269,4,6,0
1293,297,5,5,1
1294,142,3,3,1
1295,647,6,6,1
1296,441,5,5,1
1297,247,3,3,1
1298,883,6,6,1
1299,832,8,8,1
1300,558,7,7,1
1301,680,7,7,1
1302,108,3,5,0
1303,421,3,3,1
1304,382,3,3,1
1305,812,9,9,1
1306,294,3,6,0
1307,230,3,3,1
1308,858,7,7,1
1309,636,10,10,1
1310,897,6,6,1
1311,323,4,4,1
1312,469,5,5,1
1313,700,7,7,1
1314,927,10,10,1
1315,915,7,7,1
1316,248,3,5,0
1317,172,3,3,1
1318,943,7,7,1
1319,839,10,10,1
1320,913,8,11,0
1321,148,5,5,1
1322,994,9,9,1
1323,436,3,3,1
1324,143,5,5,1
1325,391,3,3,1
1326,614,6,6,1
1327,969,6,10,0
1328,698,9,9,1
1329,127,3,3,1
1330,920,8,8,1
1331,246,4,4,1
1332,589,9,14,0
1333,460,4,4,1
1334,117,4,8,0
1335,808,7,7,1
1336,879,6,6,1
1337,828,8,8,1
1338,150,3,3,1
1339,666,7,7,1
1340,758,8,8,1
1341,592,10,10,1
1342,153,5,6,0
1343,115,3,3,1
1344,280,5,5,1
1345,594,9,9,1
1346,645,10,10,1
1347,691,9,14,0
1348,511,6,6,1
1349,543,6,6,1
1350,334,4,4,1
1351,590,10,10,1
1352,587,9,9,1
1353,740,10,10,1
1354,246,5,5,1
1355,175,4,4,1
1356,896,8,8,1
1357,151,5,5,1
