OrderId,OrderQuantity,ExpectedDays,ActualDays,Status
122,269,3,3,1
123,1000,10,10,1
124,461,5,7,0
125,932,6,6,1
126,338,5,5,1
127,127,4,4,1
128,930,9,12,0
129,227,4,6,0
130,484,3,3,1
131,620,10,10,1
132,323,3,3,1
133,555,6,6,1
134,888,10,10,1
135,312,3,3,1
136,857,10,10,1
137,604,9,9,1
138,166,3,3,1
139,543,9,9,1
140,756,9,12,0
141,560,10,10,1
142,672,7,7,1
143,508,7,7,1
144,493,4,4,1
145,438,4,4,1
146,417,5,5,1
147,406,5,5,1
148,304,3,3,1
149,199,3,3,1
150,902,8,8,1
151,355,3,3,1
152,626,8,8,1
153,134,5,5,1
154,380,3,3,1
155,412,3,3,1
156,651,6,6,1
157,448,5,5,1
158,546,8,8,1
159,691,9,9,1
160,659,7,7,1
161,162,4,5,0
162,490,5,5,1
163,591,7,7,1
164,714,8,8,1
165,287,5,5,1
166,771,10,12,0
167,333,4,4,1
168,521,6,6,1
169,507,8,8,1
170,542,7,7,1
171,675,10,10,1
172,631,9,9,1
173,983,7,7,1
174,345,4,6,0
175,589,10,10,1
176,842,9,9,1
177,704,8,8,1
178,147,3,3,1
179,311,4,9,0
180,388,5,5,1
181,964,9,9,1
182,758,8,8,1
183,267,3,3,1
184,128,3,3,1
185,568,6,6,1
186,805,9,9,1
187,190,3,3,1
188,641,9,9,1
189,198,5,7,0
190,206,5,5,1
191,243,3,3,1
192,506,10,12,0
193,317,3,3,1
194,441,4,4,1
195,773,7,7,1
196,514,9,10,0
197,511,10,12,0
198,555,8,8,1
199,593,7,7,1
200,770,9,9,1
201,913,8,8,1
202,185,5,5,1
203,633,9,9,1
204,445,5,5,1
205,440,5,5,1
206,318,5,5,1
207,998,6,6,1
208,793,7,7,1
209,376,5,5,1
210,416,3,3,1
211,708,7,7,1
212,253,4,7,0
213,275,5,5,1
214,641,6,6,1
215,372,5,5,1
216,924,6,6,1
217,119,5,5,1
218,460,5,6,0
219,616,7,7,1
220,598,10,10,1
221,701,10,10,1
222,429,3,5,0
223,608,7,7,1
224,948,7,7,1
225,753,9,9,1
226,759,8,13,0
227,547,6,6,1
228,875,10,10,1
229,456,5,5,1
230,286,5,5,1
231,616,10,10,1
232,699,6,6,1
233,188,3,3,1
234,206,5,5,1
235,335,3,3,1
236,729,9,9,1
237,595,6,10,0
238,463,5,5,1
239,381,3,6,0
240,157,5,5,1
241,985,10,10,1
242,254,3,5,0
243,949,6,6,1
244,795,6,11,0
245,130,5,5,1
246,714,8,8,1
247,262,3,3,1
248,420,4,4,1
249,114,3,3,1
250,973,9,9,1
251,137,5,5,1
252,178,5,5,1
253,350,3,3,1
254,802,9,9,1
255,397,3,3,1
256,487,4,4,1
257,726,9,9,1
258,409,5,5,1
259,500,5,5,1
260,902,8,8,1
261,561,7,7,1
262,928,10,10,1
263,135,3,3,1
264,415,5,7,0
265,820,6,6,1
266,528,10,10,1
267,661,8,8,1
268,688,10,10,1
269,497,3,3,1
270,318,5,5,1
271,683,10,10,1
272,195,5,5,1
273,714,9,9,1
274,683,10,14,0
275,944,9,9,1
276,753,7,7,1
277,350,3,3,1
278,354,4,4,1
279,799,8,8,1
280,255,3,3,1
281,185,4,4,1
282,120,5,6,0
283,450,5,5,1
284,192,4,4,1
285,427,5,5,1
286,969,10,10,1
287,191,3,3,1
288,616,10,10,1
289,773,10,10,1
290,301,3,3,1
291,728,9,9,1
292,498,4,4,1
293,334,5,5,1
294,967,6,6,1
295,738,7,7,1
296,523,10,13,0
297,359,4,4,1
298,401,3,3,1
299,536,6,6,1
300,543,10,10,1
301,467,5,5,1
302,231,4,4,1
303,166,5,5,1
304,675,6,6,1
305,989,6,6,1
306,124,4,8,0
307,791,9,9,1
308,358,4,7,0
309,484,5,5,1
310,991,10,10,1
311,776,7,7,1
312,605,10,10,1
313,889,7,7,1
314,204,4,4,1
315,835,9,10,0
316,454,3,3,1
317,880,7,7,1
318,596,9,9,1
319,756,7,7,1
320,872,7,10,0
321,851,6,9,0
322,643,9,11,0
323,479,4,4,1
324,433,4,4,1
325,766,9,9,1
326,469,5,5,1
327,739,10,10,1
328,250,3,3,1
329,629,10,10,1
330,446,3,8,0
331,498,4,5,0
332,141,4,4,1
333,299,4,4,1
334,733,7,7,1
335,444,5,8,0
336,353,3,3,1
337,658,7,7,1
338,120,5,5,1
339,112,3,3,1
340,192,5,5,1
341,247,4,4,1
342,137,5,5,1
343,522,9,13,0
344,383,3,3,1
345,970,9,9,1
346,100,4,4,1
347,625,9,9,1
348,901,8,8,1
349,623,9,9,1
350,272,5,6,0
351,595,7,11,0
352,532,8,8,1
353,733,8,8,1
354,599,8,10,0
355,626,9,9,1
356,951,9,9,1
357,564,8,8,1
358,423,4,8,0
359,280,3,3,1
360,752,10,13,0
361,589,9,9,1
362,321,5,5,1
363,320,4,4,1
364,840,10,10,1
365,187,5,5,1
366,143,3,3,1
367,173,3,3,1
368,459,4,4,1
369,526,10,10,1
370,764,9,9,1
371,877,8,11,0
372,919,7,7,1
373,927,9,9,1
374,787,9,9,1
375,474,4,4,1
376,702,8,8,1
377,621,10,10,1
378,545,6,8,0
379,295,3,3,1
380,281,3,3,1
381,193,4,6,0
382,147,3,7,0
383,871,9,9,1
384,307,5,5,1
385,492,3,6,0
386,370,5,5,1
387,494,5,5,1
388,407,5,5,1
389,842,9,9,1
390,509,10,10,1
391,631,6,6,1
392,511,8,8,1
393,435,4,4,1
394,395,5,5,1
395,693,9,9,1
396,257,5,5,1
397,611,10,10,1
398,974,6,8,0
399,286,5,6,0
400,741,8,8,1
401,234,3,3,1
402,722,9,9,1
403,763,8,8,1
404,805,6,6,1
405,260,3,3,1
406,645,7,7,1
407,575,8,8,1
408,379,4,8,0
409,683,9,9,1
410,864,10,10,1
411,318,3,3,1
412,867,10,10,1
413,207,3,3,1
414,389,4,4,1
415,304,5,7,0
416,964,6,6,1
417,274,3,3,1
418,183,5,5,1
419,647,9,9,1
420,608,10,10,1
421,252,3,3,1
422,985,8,8,1
423,592,10,10,1
424,327,4,4,1
425,673,10,10,1
426,784,10,10,1
427,580,7,7,1
428,613,10,10,1
429,773,7,7,1
430,862,9,9,1
431,918,9,9,1
432,423,5,7,0
433,975,7,7,1
434,927,6,6,1
435,336,5,5,1
436,972,7,10,0
437,631,10,15,0
438,116,4,4,1
439,839,7,7,1
440,360,5,5,1
441,944,9,9,1
442,461,3,3,1
443,393,5,5,1
444,996,8,8,1
445,832,8,9,0
446,270,5,5,1
447,337,4,4,1
448,157,3,3,1
449,148,3,3,1
450,830,6,11,0
451,266,4,4,1
452,284,4,5,0
453,876,8,8,1
454,975,10,10,1
455,721,9,9,1
456,428,4,4,1
457,967,6,6,1
458,990,7,7,1
459,464,5,10,0
460,373,3,3,1
461,569,8,8,1
462,713,6,6,1
463,684,7,7,1
464,791,8,8,1
465,834,6,6,1
466,757,9,9,1
467,475,4,4,1
468,713,6,6,1
469,711,9,9,1
470,225,5,7,0
471,500,5,5,1
472,115,3,3,1
473,616,7,10,0
474,202,4,4,1
475,566,6,6,1
476,272,3,3,1
477,824,6,6,1
478,297,4,4,1
479,305,4,4,1
480,450,4,4,1
481,952,10,10,1
482,570,10,10,1
483,757,7,7,1
484,327,5,9,0
485,358,5,5,1
486,744,7,7,1
487,403,5,5,1
488,404,4,4,1
489,343,4,5,0
490,669,8,8,1
491,946,7,7,1
492,785,9,9,1
493,866,9,9,1
494,731,10,10,1
495,456,4,4,1
496,536,7,7,1
497,370,3,3,1
498,304,3,3,1
499,583,8,8,1
500,625,7,7,1
501,951,9,9,1
502,602,10,10,1
503,975,6,7,0
504,391,3,3,1
505,647,10,10,1
506,532,6,8,0
507,503,10,10,1
508,926,10,10,1
509,978,10,10,1
510,515,8,8,1
511,523,7,11,0
512,556,10,10,1
513,872,6,6,1
514,437,4,4,1
515,457,3,7,0
516,951,7,11,0
517,387,3,3,1
518,714,9,9,1
519,360,4,6,0
520,228,4,4,1
521,778,9,9,1
522,199,4,4,1
523,240,5,5,1
524,150,5,5,1
525,180,4,4,1
526,809,8,8,1
527,154,4,4,1
528,735,9,9,1
529,223,5,5,1
530,600,7,7,1
531,488,5,5,1
532,171,3,3,1
533,151,4,4,1
534,201,3,3,1
535,331,3,3,1
536,180,5,5,1
537,401,5,5,1
538,338,5,7,0
539,721,6,6,1
540,769,7,7,1
541,697,8,8,1
542,659,9,9,1
543,116,4,4,1
544,224,5,5,1
545,418,3,6,0
546,461,3,6,0
547,818,7,10,0
548,877,10,10,1
549,526,8,12,0
550,724,6,6,1
551,442,4,4,1
552,409,3,3,1
553,243,3,3,1
554,774,6,6,1
555,470,5,5,1
556,830,6,6,1
557,215,5,5,1
558,774,9,9,1
559,322,3,3,1
560,514,9,9,1
561,534,8,8,1
562,739,8,12,0
563,444,3,4,0
564,719,6,6,1
565,350,4,4,1
566,636,7,7,1
567,382,4,4,1
568,649,10,10,1
569,228,4,4,1
570,323,5,5,1
571,770,7,7,1
572,799,7,7,1
573,855,8,8,1
574,955,10,10,1
575,259,3,3,1
576,487,3,3,1
577,147,5,5,1
578,798,6,6,1
579,634,10,10,1
580,346,5,5,1
581,618,7,7,1
582,284,4,4,1
583,786,7,7,1
584,452,4,4,1
585,709,6,7,0
586,193,3,3,1
587,363,4,4,1
588,552,8,8,1
589,612,10,10,1
590,416,5,5,1
591,501,8,8,1
592,635,9,9,1
593,285,3,3,1
594,540,6,6,1
595,409,3,7,0
596,595,6,6,1
597,571,9,9,1
598,578,6,6,1
599,770,7,7,1
600,264,3,3,1
601,787,10,10,1
602,523,6,6,1
603,511,9,9,1
604,560,6,6,1
605,981,6,8,0
606,254,3,3,1
607,957,10,10,1
608,167,4,9,0
609,930,9,9,1
610,662,8,8,1
611,592,6,8,0
612,837,10,10,1
613,236,4,4,1
614,561,9,9,1
615,637,7,7,1
616,954,8,8,1
617,714,8,8,1
618,166,3,7,0
619,485,3,3,1
620,474,3,3,1
621,495,3,3,1
622,523,9,9,1
623,163,4,4,1
624,905,7,7,1
625,217,4,4,1
626,528,9,9,1
627,255,4,4,1
628,296,4,4,1
629,171,5,5,1
630,310,5,10,0
631,206,3,3,1
632,908,10,10,1
633,906,7,7,1
634,363,5,5,1
635,453,5,5,1
636,568,10,10,1
637,784,9,9,1
638,726,7,11,0
639,134,5,6,0
640,262,5,6,0
641,842,7,7,1
642,844,9,11,0
643,548,10,10,1
644,283,5,8,0
645,415,5,5,1
646,573,6,6,1
647,692,6,11,0
648,878,7,7,1
649,591,10,10,1
650,679,8,8,1
651,246,3,3,1
652,611,10,10,1
653,424,5,5,1
654,176,4,4,1
655,138,5,5,1
656,160,5,5,1
657,471,5,5,1
658,196,4,4,1
659,871,9,11,0
660,144,4,6,0
661,947,8,8,1
662,767,8,8,1
663,121,3,5,0
664,229,4,4,1
665,426,4,4,1
666,967,7,7,1
667,909,10,10,1
668,458,4,4,1
669,551,8,8,1
670,951,8,8,1
671,991,6,9,0
672,581,8,8,1
673,287,3,3,1
674,160,4,4,1
675,497,5,5,1
676,196,5,5,1
677,125,3,3,1
678,189,5,5,1
679,345,3,3,1
680,713,10,10,1
681,960,10,10,1
682,904,6,6,1
683,420,4,4,1
684,803,10,11,0
685,390,3,3,1
686,286,4,4,1
687,921,10,10,1
688,796,8,8,1
689,796,10,10,1
690,679,6,7,0
691,922,9,11,0
692,344,5,5,1
693,222,4,9,0
694,435,3,3,1
695,184,5,9,0
696,909,10,10,1
697,902,6,10,0
698,313,5,10,0
699,135,4,4,1
700,858,6,6,1
701,330,5,5,1
702,525,6,6,1
703,384,5,8,0
704,742,7,7,1
705,283,3,3,1
706,966,8,8,1
707,952,8,8,1
708,761,7,7,1
709,855,10,10,1
710,421,5,5,1
711,745,10,10,1
712,399,4,4,1
713,343,4,4,1
714,804,8,8,1
715,436,5,5,1
716,247,4,4,1
717,861,6,6,1
718,956,6,6,1
719,831,7,7,1
720,280,4,8,0
721,384,5,5,1
722,857,8,8,1
723,772,10,10,1
724,369,4,8,0
725,100,3,3,1
726,352,5,5,1
727,105,3,3,1
728,570,6,6,1
729,819,6,6,1
730,948,7,11,0
731,874,10,10,1
732,206,5,5,1
733,467,3,3,1
734,426,3,3,1
735,260,3,3,1
736,820,10,10,1
737,188,5,5,1
738,761,9,9,1
739,550,7,7,1
740,112,4,4,1
741,638,6,6,1
742,658,8,8,1
743,638,7,7,1
744,842,7,7,1
745,577,8,8,1
746,506,7,7,1
747,430,4,4,1
748,921,8,8,1
749,701,6,6,1
750,136,3,3,1
751,990,10,10,1
752,512,10,15,0
753,316,4,5,0
754,335,5,5,1
755,372,3,7,0
756,828,9,9,1
757,831,9,9,1
758,814,6,6,1
759,634,9,9,1
760,183,4,4,1
761,329,5,5,1
762,139,4,8,0
763,290,5,5,1
764,513,7,7,1
765,544,6,10,0
766,797,7,7,1
767,786,10,10,1
768,780,8,8,1
769,586,6,6,1
770,217,3,3,1
771,767,9,9,1
772,578,7,7,1
773,819,7,7,1
774,611,9,9,1
775,112,4,4,1
776,609,8,8,1
777,127,4,4,1
778,456,5,5,1
779,110,4,4,1
780,844,10,10,1
781,265,5,5,1
782,809,7,7,1
783,670,6,6,1
784,954,9,9,1
785,778,9,9,1
786,863,8,8,1
787,784,8,8,1
788,656,9,9,1
789,905,7,7,1
790,289,3,3,1
791,495,4,9,0
792,623,10,14,0
793,927,8,8,1
794,493,4,6,0
795,471,5,5,1
796,267,4,4,1
797,799,10,10,1
798,813,10,10,1
799,169,4,4,1
800,116,4,4,1
801,798,10,10,1
802,235,5,5,1
803,809,9,9,1
804,965,9,9,1
805,304,3,3,1
806,164,5,10,0
807,145,5,5,1
808,304,3,3,1
809,881,7,7,1
810,746,8,8,1
811,971,6,6,1
812,399,3,3,1
813,578,8,8,1
814,237,5,5,1
815,353,4,4,1
816,833,9,10,0
817,437,3,3,1
818,122,4,8,0
819,389,5,5,1
820,232,5,5,1
821,946,9,9,1
822,162,3,3,1
823,270,3,3,1
824,696,8,8,1
825,604,6,11,0
826,938,9,9,1
827,135,5,5,1
828,706,9,9,1
829,359,3,3,1
830,444,5,9,0
831,250,4,4,1
832,205,3,3,1
833,335,5,5,1
834,884,6,7,0
835,711,6,6,1
836,455,3,3,1
837,999,10,10,1
838,413,5,5,1
839,285,4,4,1
840,475,5,5,1
841,535,7,8,0
842,174,3,3,1
843,340,5,5,1
844,825,9,9,1
845,382,4,4,1
846,851,10,10,1
847,678,6,6,1
848,594,7,7,1
849,607,10,10,1
850,427,4,4,1
851,124,4,4,1
852,992,10,10,1
853,741,10,10,1
854,950,6,6,1
855,793,10,13,0
856,498,4,4,1
857,781,9,9,1
858,985,8,8,1
859,188,3,3,1
860,446,4,4,1
861,458,3,3,1
862,445,3,3,1
863,167,4,4,1
864,208,3,4,0
865,465,4,4,1
866,651,6,6,1
867,564,8,8,1
868,281,5,5,1
869,346,3,3,1
870,506,9,14,0
871,971,6,6,1
872,287,5,5,1
873,994,8,8,1
874,929,8,8,1
875,310,3,3,1
876,802,10,12,0
877,400,3,3,1
878,196,3,3,1
879,693,8,8,1
880,327,3,3,1
881,836,7,7,1
882,240,3,3,1
883,136,4,8,0
884,388,5,5,1
885,738,9,10,0
886,717,7,12,0
887,812,8,8,1
888,887,8,9,0
889,977,8,8,1
890,185,4,4,1
891,290,5,5,1
892,807,7,7,1
893,155,3,3,1
894,441,5,5,1
895,539,6,6,1
896,227,5,5,1
897,315,4,4,1
898,935,7,7,1
899,279,5,6,0
900,853,9,9,1
901,293,4,9,0
902,515,9,9,1
903,909,8,8,1
904,844,9,10,0
905,472,5,5,1
906,947,6,7,0
907,464,3,3,1
908,800,9,9,1
909,697,6,6,1
910,662,7,11,0
911,315,4,4,1
912,454,3,3,1
913,917,8,10,0
914,135,5,7,0
915,380,4,4,1
916,449,4,4,1
917,627,9,9,1
918,939,8,8,1
919,328,5,5,1
920,105,5,5,1
921,249,3,3,1
922,262,5,5,1
923,937,6,6,1
924,814,9,9,1
925,289,4,4,1
926,811,9,9,1
927,182,4,4,1
928,568,8,8,1
929,765,6,6,1
930,518,10,10,1
931,543,9,9,1
932,170,5,5,1
933,329,3,3,1
934,998,6,7,0
935,557,9,9,1
936,247,5,5,1
937,456,5,5,1
938,891,8,8,1
939,149,3,3,1
940,982,6,6,1
941,361,4,4,1
942,598,10,10,1
943,114,4,4,1
944,338,4,4,1
945,972,7,7,1
946,704,9,11,0
947,171,4,4,1
948,989,6,6,1
949,401,3,3,1
950,956,9,14,0
951,810,8,8,1
952,739,7,7,1
953,173,4,4,1
954,859,7,7,1
955,225,4,8,0
956,101,4,4,1
957,466,5,5,1
958,377,3,3,1
959,578,6,6,1
960,122,5,9,0
961,231,4,4,1
962,903,10,10,1
963,620,9,13,0
964,540,6,6,1
965,662,6,6,1
966,991,10,10,1
967,349,3,7,0
968,944,10,10,1
969,202,3,3,1
970,239,4,4,1
971,595,9,9,1
972,848,9,9,1
973,989,7,8,0
974,199,4,4,1
975,772,8,8,1
976,804,10,10,1
977,448,4,4,1
978,207,4,4,1
979,796,10,10,1
980,664,7,7,1
981,924,6,6,1
982,261,4,4,1
983,437,5,5,1
984,217,4,6,0
985,763,9,9,1
986,957,8,8,1
987,285,5,5,1
988,282,4,4,1
989,573,8,8,1
990,784,9,12,0
991,108,3,4,0
992,696,7,7,1
993,676,8,8,1
994,202,3,3,1
995,452,3,3,1
996,862,8,9,0
997,974,10,10,1
998,521,9,9,1
999,527,10,10,1
1000,657,10,12,0
1001,282,5,5,1
1002,211,5,5,1
1003,676,7,7,1
1004,650,10,10,1
1005,916,9,9,1
1006,811,6,9,0
1007,388,4,4,1
1008,264,5,6,0
1009,859,10,10,1
1010,643,9,9,1
1011,716,9,9,1
1012,346,5,5,1
1013,748,10,13,0
1014,544,9,9,1
1015,651,9,12,0
1016,864,6,6,1
1017,628,9,9,1
1018,650,10,12,0
1019,947,7,7,1
1020,438,5,5,1
1021,943,10,10,1
1022,454,4,4,1
1023,447,3,3,1
1024,924,7,7,1
1025,663,8,9,0
1026,502,7,7,1
1027,385,4,4,1
1028,110,5,5,1
1029,712,7,7,1
1030,637,8,8,1
1031,495,4,4,1
1032,719,7,7,1
1033,820,6,6,1
1034,350,4,4,1
1035,117,4,4,1
1036,980,9,9,1
1037,852,8,9,0
1038,563,9,9,1
1039,383,3,3,1
1040,559,8,8,1
1041,429,3,3,1
1042,817,9,9,1
1043,791,9,9,1
1044,679,7,7,1
1045,147,3,3,1
1046,274,3,3,1
1047,868,10,10,1
1048,658,8,8,1
1049,277,4,4,1
1050,350,3,6,0
1051,746,7,7,1
1052,686,7,7,1
1053,776,10,10,1
1054,688,7,7,1
1055,986,6,6,1
1056,852,6,6,1
1057,791,8,8,1
1058,367,3,3,1
1059,876,6,6,1
1060,763,9,9,1
1061,295,4,4,1
1062,322,4,4,1
1063,580,8,8,1
1064,352,5,5,1
1065,101,5,5,1
1066,937,10,12,0
1067,191,3,3,1
1068,705,8,9,0
1069,466,4,4,1
1070,588,10,11,0
1071,884,8,8,1
1072,769,10,12,0
1073,173,5,5,1
1074,765,10,10,1
1075,306,4,4,1
1076,843,8,8,1
1077,218,4,4,1
1078,487,5,7,0
1079,897,8,8,1
1080,876,7,7,1
1081,731,7,7,1
1082,841,8,8,1
1083,547,7,7,1
1084,218,5,10,0
1085,913,10,10,1
1086,221,3,3,1
1087,579,6,6,1
1088,259,5,9,0
1089,761,9,13,0
1090,475,4,4,1
1091,174,5,5,1
1092,514,9,10,0
1093,475,5,9,0
1094,162,4,4,1
1095,162,5,5,1
1096,763,9,9,1
1097,697,9,9,1
1098,736,6,6,1
1099,958,9,9,1
1100,476,3,3,1
1101,771,6,6,1
1102,254,4,4,1
1103,517,10,15,0
1104,618,7,11,0
1105,520,6,6,1
1106,624,10,10,1
1107,454,4,4,1
1108,899,9,9,1
1109,537,8,8,1
1110,132,4,4,1
1111,355,5,5,1
1112,240,4,4,1
1113,504,7,7,1
1114,634,10,10,1
1115,467,5,5,1
1116,194,3,3,1
1117,286,3,3,1
1118,385,4,4,1
1119,286,5,5,1
1120,289,4,5,0
1121,177,5,5,1
1122,114,4,4,1
1123,216,3,6,0
1124,541,7,7,1
1125,674,7,7,1
1126,833,7,7,1
1127,632,6,6,1
1128,791,8,8,1
1129,983,10,10,1
1130,564,7,7,1
1131,107,4,4,1
1132,278,5,7,0
1133,334,3,3,1
1134,253,4,4,1
1135,912,7,7,1
1136,517,8,11,0
1137,725,7,7,1
1138,613,7,7,1
1139,636,9,14,0
1140,206,5,5,1
1141,814,9,9,1
1142,417,3,7,0
1143,314,4,4,1
1144,653,10,10,1
1145,924,9,9,1
1146,811,6,6,1
1147,168,3,3,1
1148,182,3,3,1
1149,845,10,15,0
1150,416,3,3,1
1151,654,7,8,0
1152,370,3,3,1
1153,443,3,3,1
1154,340,5,5,1
1155,208,3,3,1
1156,597,9,11,0
1157,475,5,5,1
1158,961,8,8,1
1159,470,3,3,1
1160,537,9,9,1
1161,530,8,13,0
1162,507,10,10,1
1163,306,5,5,1
1164,902,7,7,1
1165,808,9,9,1
1166,685,8,8,1
1167,789,7,7,1
1168,527,8,8,1
1169,959,8,8,1
1170,738,6,6,1
1171,306,3,6,0
1172,732,10,10,1
1173,926,6,6,1
1174,619,8,12,0
1175,566,9,9,1
1176,339,4,4,1
1177,648,9,9,1
1178,783,8,10,0
1179,421,4,4,1
1180,830,10,10,1
1181,739,6,9,0
1182,867,8,8,1
1183,482,4,4,1
1184,921,6,6,1
1185,994,8,8,1
1186,939,7,7,1
1187,288,5,5,1
1188,797,7,7,1
1189,750,6,6,1
1190,190,3,3,1
1191,409,3,3,1
1192,651,9,9,1
1193,652,8,8,1
1194,296,5,5,1
1195,321,4,4,1
1196,275,4,4,1
1197,330,4,9,0
1198,397,3,3,1
1199,422,3,3,1
1200,844,9,9,1
1201,205,5,5,1
1202,141,5,5,1
1203,319,3,8,0
1204,532,6,6,1
1205,115,5,5,1
1206,268,3,3,1
1207,325,3,3,1
1208,317,3,3,1
1209,720,10,10,1
1210,199,4,4,1
1211,926,6,6,1
1212,215,3,3,1
1213,861,7,7,1
1214,132,5,5,1
1215,580,9,9,1
1216,653,6,6,1
1217,209,3,3,1
1218,772,8,9,0
1219,463,3,3,1
1220,246,3,3,1
1221,455,5,6,0
1222,274,3,3,1
1223,343,3,7,0
1224,941,6,6,1
1225,190,3,3,1
1226,128,4,4,1
1227,279,4,4,1
1228,858,7,7,1
1229,445,5,5,1
1230,910,8,8,1
1231,493,4,4,1
1232,665,8,10,0
1233,182,5,5,1
1234,402,3,6,0
1235,542,10,10,1
1236,137,4,4,1
1237,541,10,10,1
1238,743,8,8,1
1239,795,9,9,1
1240,688,10,10,1
1241,327,5,5,1
1242,272,5,5,1
1243,630,6,10,0
1244,864,8,8,1
1245,671,6,6,1
1246,969,10,13,0
1247,330,5,5,1
1248,713,10,10,1
1249,200,3,6,0
1250,420,3,3,1
1251,457,4,4,1
1252,810,10,10,1
1253,126,5,5,1
1254,903,9,9,1
1255,312,5,5,1
1256,225,5,5,1
1257,905,7,7,1
1258,878,6,6,1
1259,321,5,8,0
1260,523,7,7,1
1261,705,10,10,1
1262,508,6,6,1
1263,344,5,5,1
1264,239,5,6,0
1265,857,8,8,1
1266,214,3,3,1
1267,107,3,3,1
1268,972,6,6,1
1269,126,4,4,1
1270,282,5,5,1
1271,353,4,4,1
1272,589,6,6,1
1273,611,10,10,1
1274,640,9,10,0
1275,587,10,10,1
1276,779,7,11,0
1277,852,10,10,1
1278,878,7,10,0
1279,647,8,8,1
1280,693,6,6,1
1281,580,7,7,1
1282,996,8,8,1
1283,621,6,6,1
1284,811,7,9,0
1285,714,10,12,0
1286,876,6,7,0
1287,636,6,6,1
1288,418,5,5,1
1289,527,6,6,1
1290,457,3,3,1
1291,686,7,7,1
1292,269,4,4,1
1293,297,3,3,1
1294,142,5,5,1
1295,647,7,7,1
1296,441,5,5,1
1297,247,4,4,1
1298,883,6,6,1
1299,832,6,6,1
1300,558,7,7,1
1301,680,10,10,1
1302,108,3,3,1
1303,421,3,3,1
1304,382,5,5,1
1305,812,10,10,1
1306,294,4,4,1
1307,230,5,7,0
1308,858,6,6,1
1309,636,8,8,1
1310,897,9,13,0
1311,323,4,4,1
1312,469,3,3,1
1313,700,8,8,1
1314,927,10,10,1
1315,915,6,6,1
1316,248,4,4,1
1317,172,4,4,1
1318,943,10,10,1
1319,839,6,6,1
1320,913,7,7,1
1321,148,4,4,1
1322,994,7,7,1
1323,436,3,3,1
1324,143,4,4,1
1325,391,5,5,1
1326,614,7,7,1
1327,969,8,8,1
1328,698,8,8,1
1329,127,3,3,1
1330,920,8,8,1
1331,246,3,3,1
1332,589,8,8,1
1333,460,4,7,0
1334,117,4,4,1
1335,808,10,10,1
1336,879,7,7,1
1337,828,10,10,1
1338,150,3,3,1
1339,666,8,8,1
1340,758,7,8,0
1341,592,9,9,1
1342,153,4,4,1
1343,115,3,4,0
1344,280,4,6,0
1345,594,9,9,1
1346,645,9,9,1
1347,691,6,6,1
1348,511,6,6,1
1349,543,6,6,1
1350,334,5,5,1
1351,590,6,7,0
1352,587,8,8,1
1353,740,6,9,0
1354,246,4,4,1
1355,175,4,4,1
1356,896,8,8,1
1357,151,5,5,1
